payment_id,transaction_id,payment_method,amount_paid
23220,23220,Kartica,1.2
23221,23221,Kartica,16.3
23222,23222,Kartica,5.7
23223,23223,Gotovina,141.1
23224,23224,Kartica,20.2
23225,23225,Gotovina,56.5
23226,23226,Gotovina,339.67
23227,23227,Gotovina,62.4
23228,23228,Kartica,74.05
23229,23229,Gotovina,15.5
23230,23230,Gotovina,44.0
23231,23231,Gotovina,74.66
23232,23232,Gotovina,24.5
23233,23233,Kartica,21.5
23234,23234,Gotovina,6.0
23235,23235,Kartica,22.0
23236,23236,Kartica,43.7
23237,23237,Kartica,4.4
23238,23238,Kartica,112.67
23239,23239,Kartica,8.5
23240,23240,Gotovina,47.4
23241,23241,Kartica,24.29
23242,23242,Gotovina,136.72
23243,23243,Kartica,87.3
23244,23244,Gotovina,88.2
23245,23245,Kartica,3.8
23246,23246,Kartica,57.45
23247,23247,Gotovina,38.5
23248,23248,Kartica,40.9
23249,23249,Kartica,38.1
23250,23250,Kartica,64.4
23251,23251,Gotovina,28.6
23252,23252,Gotovina,31.48
23253,23253,Gotovina,19.38
23254,23254,Kartica,26.8
23255,23255,Kartica,61.3
23256,23256,Kartica,20.8
23257,23257,Gotovina,9.8
23258,23258,Kartica,126.63
23259,23259,Gotovina,8.1
23260,23260,Kartica,24.49
23261,23261,Kartica,99.5
23262,23262,Gotovina,13.5
23263,23263,Kartica,121.96
23264,23264,Gotovina,43.45
23265,23265,Gotovina,41.46
23266,23266,Kartica,5.0
23267,23267,Kartica,45.2
23268,23268,Kartica,41.96
23269,23269,Gotovina,76.07
23270,23270,Gotovina,15.96
23271,23271,Gotovina,23.4
23272,23272,Kartica,31.98
23273,23273,Gotovina,93.76
23274,23274,Gotovina,2.8
23275,23275,Kartica,14.2
23276,23276,Gotovina,45.9
23277,23277,Gotovina,137.17
23278,23278,Gotovina,7.5
23279,23279,Gotovina,10.0
23280,23280,Gotovina,17.6
23281,23281,Kartica,32.18
23282,23282,Kartica,2.7
23283,23283,Kartica,68.35
23284,23284,Gotovina,13.1
23285,23285,Gotovina,29.1
23286,23286,Kartica,15.8
23287,23287,Kartica,53.3
23288,23288,Kartica,5.1
23289,23289,Gotovina,5.4
23290,23290,Gotovina,14.6
23291,23291,Gotovina,48.5
23292,23292,Gotovina,41.2
23293,23293,Kartica,7.8
23294,23294,Gotovina,12.2
23295,23295,Kartica,77.25
23296,23296,Kartica,53.57
23297,23297,Gotovina,116.45
23298,23298,Kartica,51.0
23299,23299,Kartica,75.26
23300,23300,Kartica,90.05
23301,23301,Gotovina,102.16
23302,23302,Gotovina,26.0
23303,23303,Gotovina,68.95
23304,23304,Kartica,2.8
23305,23305,Kartica,75.25
23306,23306,Kartica,39.5
23307,23307,Gotovina,71.0
23308,23308,Kartica,19.9
23309,23309,Kartica,78.96
23310,23310,Kartica,48.4
23311,23311,Kartica,33.8
23312,23312,Kartica,50.4
23313,23313,Gotovina,74.77
23314,23314,Kartica,22.1
23315,23315,Kartica,45.3
23316,23316,Kartica,26.9
23317,23317,Gotovina,16.7
23318,23318,Gotovina,14.0
23319,23319,Gotovina,303.91
23320,23320,Gotovina,60.3
23321,23321,Kartica,19.1
23322,23322,Kartica,1.1
23323,23323,Gotovina,46.88
23324,23324,Kartica,22.5
23325,23325,Kartica,35.4
23326,23326,Kartica,6.9
23327,23327,Gotovina,26.6
23328,23328,Kartica,106.34
23329,23329,Kartica,24.5
23330,23330,Kartica,9.8
23331,23331,Gotovina,14.0
23332,23332,Kartica,51.8
23333,23333,Gotovina,35.0
23334,23334,Kartica,131.67
23335,23335,Kartica,50.3
23336,23336,Gotovina,24.0
23337,23337,Kartica,23.46
23338,23338,Gotovina,58.6
23339,23339,Kartica,16.99
23340,23340,Kartica,7.0
23341,23341,Gotovina,50.0
23342,23342,Kartica,19.96
23343,23343,Gotovina,45.97
23344,23344,Kartica,74.45
23345,23345,Gotovina,33.5
23346,23346,Kartica,44.6
23347,23347,Gotovina,150.38
23348,23348,Kartica,159.56
23349,23349,Gotovina,73.2
23350,23350,Gotovina,68.0
23351,23351,Kartica,236.03
23352,23352,Kartica,99.9
23353,23353,Kartica,73.5
23354,23354,Gotovina,24.1
23355,23355,Kartica,79.47
23356,23356,Kartica,40.4
23357,23357,Gotovina,37.1
23358,23358,Gotovina,40.0
23359,23359,Kartica,19.7
23360,23360,Gotovina,4.4
23361,23361,Kartica,41.6
23362,23362,Gotovina,22.5
23363,23363,Gotovina,14.4
23364,23364,Gotovina,206.16
23365,23365,Kartica,71.65
23366,23366,Gotovina,12.5
23367,23367,Kartica,4.5
23368,23368,Gotovina,22.8
23369,23369,Gotovina,9.0
23370,23370,Gotovina,21.8
23371,23371,Gotovina,40.79
23372,23372,Gotovina,46.5
23373,23373,Kartica,73.37
23374,23374,Gotovina,22.8
23375,23375,Kartica,31.96
23376,23376,Kartica,17.9
23377,23377,Gotovina,122.37
23378,23378,Gotovina,10.5
23379,23379,Kartica,18.6
23380,23380,Kartica,17.0
23381,23381,Kartica,11.6
23382,23382,Kartica,41.4
23383,23383,Gotovina,7.5
23384,23384,Gotovina,33.29
23385,23385,Kartica,14.0
23386,23386,Gotovina,22.5
23387,23387,Kartica,31.98
23388,23388,Kartica,137.56
23389,23389,Gotovina,10.5
23390,23390,Gotovina,76.97
23391,23391,Kartica,17.0
23392,23392,Gotovina,41.2
23393,23393,Gotovina,1.5
23394,23394,Gotovina,25.5
23395,23395,Gotovina,22.8
23396,23396,Kartica,64.4
23397,23397,Kartica,39.97
23398,23398,Gotovina,53.87
23399,23399,Gotovina,77.4
23400,23400,Kartica,41.0
23401,23401,Gotovina,115.27
23402,23402,Kartica,100.16
23403,23403,Kartica,6.9
23404,23404,Kartica,21.7
23405,23405,Kartica,16.2
23406,23406,Gotovina,30.9
23407,23407,Kartica,19.6
23408,23408,Gotovina,9.1
23409,23409,Gotovina,40.57
23410,23410,Kartica,10.8
23411,23411,Kartica,55.98
23412,23412,Kartica,35.2
23413,23413,Kartica,13.2
23414,23414,Kartica,33.6
23415,23415,Kartica,73.69
23416,23416,Gotovina,43.56
23417,23417,Kartica,12.0
23418,23418,Kartica,34.5
23419,23419,Kartica,9.8
23420,23420,Kartica,57.4
23421,23421,Gotovina,328.23
23422,23422,Gotovina,7.5
23423,23423,Gotovina,86.7
23424,23424,Gotovina,28.3
23425,23425,Gotovina,58.1
23426,23426,Kartica,21.77
23427,23427,Gotovina,52.38
23428,23428,Gotovina,12.1
23429,23429,Gotovina,2.9
23430,23430,Kartica,65.45
23431,23431,Kartica,82.59
23432,23432,Kartica,80.4
23433,23433,Gotovina,16.9
23434,23434,Kartica,25.3
23435,23435,Kartica,149.97
23436,23436,Kartica,55.67
23437,23437,Kartica,39.95
23438,23438,Kartica,35.7
23439,23439,Kartica,11.8
23440,23440,Gotovina,22.3
23441,23441,Gotovina,58.96
23442,23442,Kartica,6.0
23443,23443,Kartica,27.5
23444,23444,Kartica,65.8
23445,23445,Kartica,19.6
23446,23446,Gotovina,36.9
23447,23447,Kartica,43.6
23448,23448,Gotovina,130.54
23449,23449,Gotovina,50.6
23450,23450,Kartica,64.2
23451,23451,Gotovina,138.46
23452,23452,Kartica,26.6
23453,23453,Gotovina,2.0
23454,23454,Kartica,65.7
23455,23455,Kartica,164.15
23456,23456,Kartica,59.8
23457,23457,Gotovina,36.7
23458,23458,Gotovina,69.4
23459,23459,Gotovina,28.1
23460,23460,Kartica,11.1
23461,23461,Gotovina,21.5
23462,23462,Kartica,34.3
23463,23463,Kartica,102.16
23464,23464,Gotovina,31.9
23465,23465,Kartica,104.15
23466,23466,Gotovina,111.76
23467,23467,Gotovina,34.3
23468,23468,Gotovina,81.25
23469,23469,Kartica,25.5
23470,23470,Kartica,57.49
23471,23471,Kartica,56.35
23472,23472,Kartica,36.5
23473,23473,Kartica,109.46
23474,23474,Kartica,74.18
23475,23475,Gotovina,4.5
23476,23476,Gotovina,60.77
23477,23477,Gotovina,81.55
23478,23478,Kartica,7.0
23479,23479,Kartica,47.2
23480,23480,Kartica,56.97
23481,23481,Gotovina,48.8
23482,23482,Kartica,28.0
23483,23483,Kartica,14.0
23484,23484,Gotovina,7.5
23485,23485,Kartica,40.98
23486,23486,Gotovina,25.1
23487,23487,Kartica,16.5
23488,23488,Kartica,32.4
23489,23489,Gotovina,12.0
23490,23490,Gotovina,20.5
23491,23491,Kartica,16.3
23492,23492,Kartica,37.4
23493,23493,Gotovina,25.0
23494,23494,Gotovina,97.17
23495,23495,Gotovina,21.4
23496,23496,Gotovina,6.0
23497,23497,Kartica,38.0
23498,23498,Gotovina,2.5
23499,23499,Gotovina,27.29
23500,23500,Gotovina,15.4
23501,23501,Kartica,163.17
23502,23502,Kartica,34.6
23503,23503,Kartica,53.07
23504,23504,Kartica,48.5
23505,23505,Kartica,25.5
23506,23506,Kartica,106.56
23507,23507,Kartica,78.15
23508,23508,Gotovina,6.4
23509,23509,Gotovina,73.36
23510,23510,Kartica,10.5
23511,23511,Gotovina,47.87
23512,23512,Kartica,2.9
23513,23513,Kartica,59.98
23514,23514,Gotovina,31.6
23515,23515,Gotovina,39.56
23516,23516,Kartica,33.0
23517,23517,Gotovina,8.9
23518,23518,Kartica,15.6
23519,23519,Gotovina,119.63
23520,23520,Kartica,41.49
23521,23521,Kartica,35.9
23522,23522,Kartica,7.5
23523,23523,Gotovina,22.1
23524,23524,Kartica,17.5
23525,23525,Gotovina,9.8
23526,23526,Kartica,14.2
23527,23527,Kartica,30.7
23528,23528,Kartica,55.48
23529,23529,Gotovina,307.66
23530,23530,Gotovina,60.5
23531,23531,Gotovina,205.85
23532,23532,Kartica,20.8
23533,23533,Gotovina,66.05
23534,23534,Gotovina,59.45
23535,23535,Gotovina,46.4
23536,23536,Kartica,71.32
23537,23537,Gotovina,94.76
23538,23538,Gotovina,90.02
23539,23539,Gotovina,52.75
23540,23540,Gotovina,2.3
23541,23541,Gotovina,8.0
23542,23542,Kartica,12.0
23543,23543,Gotovina,2.5
23544,23544,Gotovina,166.96
23545,23545,Gotovina,31.0
23546,23546,Gotovina,20.2
23547,23547,Gotovina,49.27
23548,23548,Gotovina,40.0
23549,23549,Kartica,89.49
23550,23550,Kartica,32.8
23551,23551,Gotovina,79.25
23552,23552,Kartica,24.99
23553,23553,Gotovina,3.0
23554,23554,Kartica,26.8
23555,23555,Kartica,27.9
23556,23556,Gotovina,62.4
23557,23557,Gotovina,55.47
23558,23558,Kartica,2.4
23559,23559,Kartica,22.6
23560,23560,Gotovina,64.36
23561,23561,Gotovina,202.34
23562,23562,Gotovina,69.69
23563,23563,Kartica,111.3
23564,23564,Gotovina,32.9
23565,23565,Kartica,107.47
23566,23566,Gotovina,15.6
23567,23567,Kartica,64.3
23568,23568,Kartica,70.2
23569,23569,Kartica,6.6
23570,23570,Gotovina,20.29
23571,23571,Kartica,46.47
23572,23572,Gotovina,34.3
23573,23573,Gotovina,30.7
23574,23574,Gotovina,39.96
23575,23575,Kartica,27.4
23576,23576,Gotovina,66.08
23577,23577,Kartica,43.9
23578,23578,Gotovina,51.8
23579,23579,Gotovina,3.2
23580,23580,Gotovina,14.1
23581,23581,Kartica,41.89
23582,23582,Gotovina,8.8
23583,23583,Kartica,61.89
23584,23584,Kartica,23.7
23585,23585,Gotovina,87.3
23586,23586,Kartica,9.6
23587,23587,Kartica,42.07
23588,23588,Kartica,59.58
23589,23589,Gotovina,161.95
23590,23590,Kartica,49.77
23591,23591,Kartica,328.04
23592,23592,Kartica,15.38
23593,23593,Gotovina,94.75
23594,23594,Gotovina,39.0
23595,23595,Kartica,42.7
23596,23596,Kartica,10.4
23597,23597,Kartica,25.2
23598,23598,Gotovina,40.0
23599,23599,Kartica,34.0
23600,23600,Gotovina,123.75
23601,23601,Kartica,9.0
23602,23602,Gotovina,180.56
23603,23603,Gotovina,7.9
23604,23604,Kartica,7.9
23605,23605,Kartica,54.8
23606,23606,Kartica,82.98
23607,23607,Gotovina,3.6
23608,23608,Gotovina,108.67
23609,23609,Gotovina,15.8
23610,23610,Gotovina,20.7
23611,23611,Kartica,5.7
23612,23612,Kartica,115.75
23613,23613,Kartica,11.5
23614,23614,Kartica,22.5
23615,23615,Kartica,32.96
23616,23616,Kartica,27.0
23617,23617,Gotovina,17.5
23618,23618,Kartica,16.4
23619,23619,Kartica,44.77
23620,23620,Kartica,29.2
23621,23621,Gotovina,42.19
23622,23622,Kartica,15.0
23623,23623,Kartica,30.5
23624,23624,Kartica,19.7
23625,23625,Gotovina,16.5
23626,23626,Gotovina,53.2
23627,23627,Kartica,160.65
23628,23628,Kartica,52.5
23629,23629,Kartica,28.7
23630,23630,Kartica,22.98
23631,23631,Kartica,32.5
23632,23632,Gotovina,21.5
23633,23633,Gotovina,26.98
23634,23634,Kartica,34.6
23635,23635,Gotovina,65.16
23636,23636,Kartica,41.2
23637,23637,Kartica,41.7
23638,23638,Kartica,47.6
23639,23639,Kartica,68.3
23640,23640,Gotovina,46.96
23641,23641,Kartica,73.96
23642,23642,Kartica,53.0
23643,23643,Kartica,14.0
23644,23644,Kartica,37.3
23645,23645,Gotovina,11.8
23646,23646,Kartica,64.3
23647,23647,Kartica,2.5
23648,23648,Gotovina,15.6
23649,23649,Gotovina,57.8
23650,23650,Kartica,33.7
23651,23651,Kartica,18.0
23652,23652,Gotovina,33.1
23653,23653,Kartica,3.7
23654,23654,Kartica,42.57
23655,23655,Gotovina,21.0
23656,23656,Gotovina,38.5
23657,23657,Gotovina,43.38
23658,23658,Kartica,30.0
23659,23659,Kartica,38.2
23660,23660,Gotovina,74.0
23661,23661,Gotovina,49.47
23662,23662,Kartica,13.6
23663,23663,Gotovina,68.49
23664,23664,Kartica,60.8
23665,23665,Kartica,9.0
23666,23666,Gotovina,66.7
23667,23667,Gotovina,25.5
23668,23668,Gotovina,50.7
23669,23669,Gotovina,18.2
23670,23670,Gotovina,11.2
23671,23671,Gotovina,17.5
23672,23672,Gotovina,25.4
23673,23673,Gotovina,47.0
23674,23674,Gotovina,68.46
23675,23675,Kartica,16.8
23676,23676,Gotovina,56.98
23677,23677,Gotovina,43.49
23678,23678,Kartica,51.5
23679,23679,Kartica,62.87
23680,23680,Kartica,16.5
23681,23681,Gotovina,8.5
23682,23682,Gotovina,47.9
23683,23683,Gotovina,45.8
23684,23684,Kartica,127.78
23685,23685,Kartica,288.41
23686,23686,Kartica,71.98
23687,23687,Gotovina,32.1
23688,23688,Kartica,36.57
23689,23689,Kartica,74.06
23690,23690,Gotovina,122.85
23691,23691,Gotovina,18.9
23692,23692,Gotovina,19.99
23693,23693,Gotovina,73.55
23694,23694,Kartica,15.6
23695,23695,Kartica,19.98
23696,23696,Gotovina,39.6
23697,23697,Gotovina,9.6
23698,23698,Kartica,80.66
23699,23699,Gotovina,23.4
23700,23700,Kartica,47.2
23701,23701,Gotovina,131.06
23702,23702,Gotovina,67.67
23703,23703,Gotovina,14.7
23704,23704,Gotovina,21.3
23705,23705,Kartica,7.5
23706,23706,Kartica,58.74
23707,23707,Gotovina,10.7
23708,23708,Gotovina,9.5
23709,23709,Kartica,34.8
23710,23710,Kartica,12.5
23711,23711,Gotovina,50.35
23712,23712,Kartica,60.4
23713,23713,Kartica,610.83
23714,23714,Kartica,33.7
23715,23715,Gotovina,11.0
23716,23716,Kartica,42.68
23717,23717,Kartica,4.1
23718,23718,Gotovina,47.6
23719,23719,Gotovina,48.3
23720,23720,Kartica,117.85
23721,23721,Kartica,11.9
23722,23722,Kartica,20.4
23723,23723,Kartica,50.17
23724,23724,Kartica,116.0
23725,23725,Kartica,59.0
23726,23726,Kartica,232.43
23727,23727,Kartica,185.56
23728,23728,Kartica,24.8
23729,23729,Kartica,101.24
23730,23730,Gotovina,35.5
23731,23731,Gotovina,33.59
23732,23732,Gotovina,14.5
23733,23733,Kartica,2.0
23734,23734,Kartica,78.97
23735,23735,Gotovina,93.87
23736,23736,Gotovina,2.5
23737,23737,Gotovina,59.7
23738,23738,Gotovina,24.0
23739,23739,Gotovina,24.5
23740,23740,Kartica,148.67
23741,23741,Kartica,19.0
23742,23742,Kartica,4.0
23743,23743,Kartica,64.3
23744,23744,Kartica,2.2
23745,23745,Kartica,12.0
23746,23746,Gotovina,99.96
23747,23747,Gotovina,134.67
23748,23748,Gotovina,79.95
23749,23749,Gotovina,31.96
23750,23750,Gotovina,129.5
23751,23751,Kartica,54.0
23752,23752,Gotovina,21.5
23753,23753,Gotovina,114.33
23754,23754,Kartica,20.97
23755,23755,Kartica,2.2
23756,23756,Kartica,9.8
23757,23757,Kartica,39.9
23758,23758,Gotovina,18.8
23759,23759,Kartica,16.8
23760,23760,Gotovina,32.97
23761,23761,Kartica,11.8
23762,23762,Gotovina,47.1
23763,23763,Kartica,33.4
23764,23764,Gotovina,37.0
23765,23765,Gotovina,17.7
23766,23766,Kartica,7.0
23767,23767,Gotovina,56.5
23768,23768,Kartica,14.98
23769,23769,Kartica,27.5
23770,23770,Gotovina,39.5
23771,23771,Gotovina,48.48
23772,23772,Kartica,45.0
23773,23773,Kartica,10.5
23774,23774,Gotovina,19.69
23775,23775,Gotovina,69.19
23776,23776,Gotovina,35.7
23777,23777,Kartica,46.4
23778,23778,Gotovina,63.45
23779,23779,Kartica,49.6
23780,23780,Kartica,10.4
23781,23781,Kartica,54.6
23782,23782,Gotovina,8.0
23783,23783,Gotovina,11.3
23784,23784,Kartica,14.0
23785,23785,Gotovina,2.1
23786,23786,Gotovina,99.95
23787,23787,Kartica,20.9
23788,23788,Gotovina,82.34
23789,23789,Kartica,35.08
23790,23790,Kartica,31.4
23791,23791,Kartica,59.5
23792,23792,Kartica,32.8
23793,23793,Gotovina,8.0
23794,23794,Gotovina,1.8
23795,23795,Gotovina,13.3
23796,23796,Kartica,30.5
23797,23797,Gotovina,10.2
23798,23798,Gotovina,38.0
23799,23799,Kartica,22.7
23800,23800,Gotovina,84.85
23801,23801,Gotovina,15.3
23802,23802,Kartica,35.8
23803,23803,Kartica,149.72
23804,23804,Gotovina,16.1
23805,23805,Kartica,12.0
23806,23806,Kartica,54.1
23807,23807,Kartica,47.8
23808,23808,Gotovina,74.95
23809,23809,Gotovina,10.4
23810,23810,Kartica,47.4
23811,23811,Gotovina,35.58
23812,23812,Gotovina,153.88
23813,23813,Kartica,5.5
23814,23814,Gotovina,20.7
23815,23815,Kartica,10.0
23816,23816,Gotovina,189.36
23817,23817,Kartica,201.57
23818,23818,Gotovina,103.15
23819,23819,Gotovina,10.0
23820,23820,Gotovina,2.8
23821,23821,Kartica,37.1
23822,23822,Gotovina,61.85
23823,23823,Kartica,45.3
23824,23824,Kartica,40.6
23825,23825,Gotovina,33.5
23826,23826,Gotovina,4.5
23827,23827,Kartica,9.0
23828,23828,Kartica,24.9
23829,23829,Kartica,50.87
23830,23830,Gotovina,68.7
23831,23831,Kartica,36.66
23832,23832,Gotovina,21.9
23833,23833,Kartica,137.16
23834,23834,Kartica,53.0
23835,23835,Kartica,47.3
23836,23836,Gotovina,62.5
23837,23837,Gotovina,5.4
23838,23838,Gotovina,7.5
23839,23839,Gotovina,73.4
23840,23840,Gotovina,58.77
23841,23841,Gotovina,15.4
23842,23842,Kartica,58.8
23843,23843,Kartica,34.5
23844,23844,Gotovina,0.6
23845,23845,Kartica,52.06
23846,23846,Kartica,115.63
23847,23847,Kartica,14.0
23848,23848,Kartica,19.9
23849,23849,Gotovina,44.2
23850,23850,Kartica,54.98
23851,23851,Kartica,55.97
23852,23852,Gotovina,177.43
23853,23853,Kartica,24.0
23854,23854,Kartica,54.7
23855,23855,Gotovina,68.5
23856,23856,Gotovina,91.96
23857,23857,Gotovina,50.9
23858,23858,Kartica,29.2
23859,23859,Gotovina,19.6
23860,23860,Gotovina,100.95
23861,23861,Kartica,81.16
23862,23862,Gotovina,39.99
23863,23863,Gotovina,29.4
23864,23864,Gotovina,24.4
23865,23865,Gotovina,3.9
23866,23866,Kartica,12.3
23867,23867,Gotovina,8.5
23868,23868,Gotovina,83.8
23869,23869,Gotovina,10.0
23870,23870,Kartica,6.0
23871,23871,Gotovina,5.8
23872,23872,Gotovina,64.5
23873,23873,Kartica,44.7
23874,23874,Gotovina,68.75
23875,23875,Gotovina,69.98
23876,23876,Kartica,19.5
23877,23877,Gotovina,88.1
23878,23878,Kartica,15.6
23879,23879,Gotovina,9.0
23880,23880,Gotovina,47.9
23881,23881,Gotovina,25.4
23882,23882,Kartica,10.5
23883,23883,Kartica,36.39
23884,23884,Gotovina,63.97
23885,23885,Gotovina,56.27
23886,23886,Gotovina,36.9
23887,23887,Kartica,46.55
23888,23888,Kartica,25.5
23889,23889,Kartica,50.7
23890,23890,Gotovina,13.2
23891,23891,Gotovina,199.85
23892,23892,Gotovina,11.99
23893,23893,Kartica,54.2
23894,23894,Kartica,2.4
23895,23895,Gotovina,3.5
23896,23896,Gotovina,21.9
23897,23897,Kartica,16.8
23898,23898,Gotovina,19.99
23899,23899,Kartica,20.2
23900,23900,Kartica,45.6
23901,23901,Kartica,83.3
23902,23902,Kartica,38.1
23903,23903,Kartica,87.07
23904,23904,Kartica,6.0
23905,23905,Kartica,29.8
23906,23906,Kartica,23.6
23907,23907,Gotovina,65.5
23908,23908,Gotovina,159.7
23909,23909,Gotovina,49.94
23910,23910,Gotovina,80.9
23911,23911,Gotovina,10.6
23912,23912,Kartica,51.6
23913,23913,Gotovina,1.8
23914,23914,Gotovina,42.15
23915,23915,Gotovina,17.0
23916,23916,Gotovina,72.45
23917,23917,Kartica,47.7
23918,23918,Gotovina,33.9
23919,23919,Gotovina,48.1
23920,23920,Kartica,24.7
23921,23921,Kartica,34.6
23922,23922,Kartica,40.2
23923,23923,Gotovina,26.0
23924,23924,Kartica,46.88
23925,23925,Gotovina,35.7
23926,23926,Gotovina,12.0
23927,23927,Kartica,43.78
23928,23928,Kartica,22.98
23929,23929,Kartica,2.8
23930,23930,Gotovina,16.6
23931,23931,Gotovina,60.86
23932,23932,Kartica,12.0
23933,23933,Gotovina,32.7
23934,23934,Gotovina,301.17
23935,23935,Gotovina,114.33
23936,23936,Gotovina,54.58
23937,23937,Kartica,3.3
23938,23938,Gotovina,8.8
23939,23939,Gotovina,40.38
23940,23940,Kartica,12.5
23941,23941,Gotovina,139.67
23942,23942,Kartica,22.6
23943,23943,Gotovina,17.8
23944,23944,Kartica,45.0
23945,23945,Gotovina,25.0
23946,23946,Gotovina,5.4
23947,23947,Gotovina,163.75
23948,23948,Gotovina,15.9
23949,23949,Kartica,9.4
23950,23950,Gotovina,49.4
23951,23951,Gotovina,265.01
23952,23952,Gotovina,75.46
23953,23953,Gotovina,12.6
23954,23954,Kartica,177.56
23955,23955,Kartica,9.8
23956,23956,Gotovina,77.91
23957,23957,Kartica,43.4
23958,23958,Gotovina,26.8
23959,23959,Gotovina,31.99
23960,23960,Gotovina,46.47
23961,23961,Gotovina,76.2
23962,23962,Kartica,13.5
23963,23963,Kartica,16.5
23964,23964,Kartica,4.6
23965,23965,Kartica,66.7
23966,23966,Gotovina,11.0
23967,23967,Kartica,12.5
23968,23968,Gotovina,40.0
23969,23969,Gotovina,61.6
23970,23970,Gotovina,31.96
23971,23971,Kartica,8.3
23972,23972,Gotovina,118.4
23973,23973,Gotovina,59.8
23974,23974,Kartica,10.0
23975,23975,Gotovina,29.5
23976,23976,Kartica,32.8
23977,23977,Kartica,31.2
23978,23978,Kartica,10.0
23979,23979,Gotovina,11.6
23980,23980,Kartica,12.5
23981,23981,Gotovina,37.29
23982,23982,Kartica,32.2
23983,23983,Kartica,67.86
23984,23984,Kartica,35.9
23985,23985,Kartica,9.19
23986,23986,Gotovina,34.8
23987,23987,Kartica,18.4
23988,23988,Kartica,6.2
23989,23989,Gotovina,99.9
23990,23990,Gotovina,22.18
23991,23991,Gotovina,30.7
23992,23992,Gotovina,3.1
23993,23993,Gotovina,44.8
23994,23994,Kartica,16.0
23995,23995,Gotovina,11.0
23996,23996,Gotovina,63.54
23997,23997,Gotovina,39.98
23998,23998,Kartica,28.5
23999,23999,Kartica,20.99
24000,24000,Gotovina,26.8
24001,24001,Gotovina,9.8
24002,24002,Gotovina,24.0
24003,24003,Kartica,32.8
24004,24004,Gotovina,82.45
24005,24005,Gotovina,15.9
24006,24006,Gotovina,20.2
24007,24007,Gotovina,73.55
24008,24008,Kartica,124.35
24009,24009,Kartica,37.0
24010,24010,Kartica,62.07
24011,24011,Gotovina,13.2
24012,24012,Kartica,46.4
24013,24013,Gotovina,34.2
24014,24014,Kartica,83.65
24015,24015,Kartica,54.95
24016,24016,Kartica,135.87
24017,24017,Kartica,15.5
24018,24018,Kartica,55.89
24019,24019,Kartica,19.88
24020,24020,Gotovina,13.1
24021,24021,Gotovina,135.35
24022,24022,Kartica,5.6
24023,24023,Kartica,113.87
24024,24024,Kartica,34.1
24025,24025,Kartica,21.7
24026,24026,Kartica,12.5
24027,24027,Gotovina,5.0
24028,24028,Kartica,32.7
24029,24029,Gotovina,62.45
24030,24030,Gotovina,70.15
24031,24031,Kartica,15.6
24032,24032,Gotovina,15.7
24033,24033,Kartica,51.0
24034,24034,Kartica,21.0
24035,24035,Gotovina,33.39
24036,24036,Gotovina,15.5
24037,24037,Kartica,26.6
24038,24038,Kartica,22.6
24039,24039,Kartica,50.3
24040,24040,Gotovina,20.3
24041,24041,Gotovina,102.36
24042,24042,Gotovina,55.97
24043,24043,Kartica,3.5
24044,24044,Gotovina,65.1
24045,24045,Gotovina,70.1
24046,24046,Gotovina,31.2
24047,24047,Gotovina,35.0
24048,24048,Gotovina,63.98
24049,24049,Kartica,29.58
24050,24050,Gotovina,41.07
24051,24051,Gotovina,93.43
24052,24052,Gotovina,82.45
24053,24053,Gotovina,87.76
24054,24054,Gotovina,63.15
24055,24055,Gotovina,47.26
24056,24056,Gotovina,41.59
24057,24057,Gotovina,9.7
24058,24058,Kartica,36.9
24059,24059,Gotovina,5.6
24060,24060,Kartica,8.99
24061,24061,Kartica,53.75
24062,24062,Kartica,219.85
24063,24063,Gotovina,56.36
24064,24064,Gotovina,85.6
24065,24065,Gotovina,4.5
24066,24066,Kartica,20.0
24067,24067,Kartica,63.35
24068,24068,Gotovina,17.2
24069,24069,Gotovina,21.98
24070,24070,Gotovina,54.9
24071,24071,Gotovina,54.9
24072,24072,Kartica,8.9
24073,24073,Kartica,13.6
24074,24074,Gotovina,85.95
24075,24075,Kartica,42.0
24076,24076,Kartica,61.4
24077,24077,Gotovina,17.2
24078,24078,Gotovina,3.8
24079,24079,Kartica,170.95
24080,24080,Gotovina,25.0
24081,24081,Kartica,53.98
24082,24082,Gotovina,48.5
24083,24083,Gotovina,3.9
24084,24084,Kartica,44.68
24085,24085,Kartica,46.98
24086,24086,Gotovina,58.35
24087,24087,Kartica,14.0
24088,24088,Kartica,20.4
24089,24089,Kartica,29.6
24090,24090,Gotovina,106.15
24091,24091,Gotovina,37.7
24092,24092,Gotovina,39.6
24093,24093,Kartica,122.48
24094,24094,Kartica,58.49
24095,24095,Kartica,29.5
24096,24096,Kartica,4.9
24097,24097,Gotovina,30.8
24098,24098,Kartica,46.5
24099,24099,Kartica,24.0
24100,24100,Kartica,25.7
24101,24101,Kartica,75.45
24102,24102,Gotovina,1.5
24103,24103,Kartica,121.11
24104,24104,Kartica,4.8
24105,24105,Kartica,12.4
24106,24106,Kartica,15.5
24107,24107,Kartica,104.59
24108,24108,Kartica,21.4
24109,24109,Gotovina,7.4
24110,24110,Gotovina,10.5
24111,24111,Gotovina,24.0
24112,24112,Kartica,31.96
24113,24113,Kartica,47.2
24114,24114,Kartica,78.43
24115,24115,Gotovina,55.6
24116,24116,Kartica,19.59
24117,24117,Gotovina,25.6
24118,24118,Kartica,35.98
24119,24119,Kartica,24.6
24120,24120,Kartica,44.4
24121,24121,Kartica,9.0
